Order_ID,Participant,Type,Period_IF_Robot
168264,0,Manual,-1
168270,0,Manual,-1
168290,0,ROBOT,0
168299,0,ROBOT,0
168305,0,ROBOT,0
168312,0,ROBOT,0
168341,0,Manual,-1
168419,0,ROBOT,0
168424,0,ROBOT,0
168431,0,ROBOT,0
168435,0,ROBOT,0
168439,0,ROBOT,0
168442,0,ROBOT,0
168448,0,ROBOT,0
168452,0,ROBOT,1
168533,0,Manual,-1
168542,0,Manual,-1
168544,0,ROBOT,1
168563,0,ROBOT,1
168578,0,ROBOT,1
168580,0,ROBOT,1
168584,0,ROBOT,1
168590,0,ROBOT,1
168593,0,Manual,-1
168620,0,ROBOT,1
168629,0,ROBOT,2
168661,0,ROBOT,2
168664,0,ROBOT,2
168738,0,ROBOT,2
168759,0,ROBOT,3
168781,0,ROBOT,3
168783,0,ROBOT,3
168789,0,ROBOT,3
168796,0,ROBOT,3
168807,0,ROBOT,3
168810,0,ROBOT,3
168829,0,ROBOT,3
168847,0,Manual,-1
168880,0,Manual,-1
168882,0,Manual,-1
168994,0,Manual,-1
169008,0,ROBOT,4
169014,0,ROBOT,4
169016,0,ROBOT,4
169020,0,ROBOT,4
169033,0,Manual,-1
169062,0,ROBOT,5
169154,0,ROBOT,6
169155,0,ROBOT,6
169159,0,ROBOT,6
169164,0,ROBOT,6
169167,0,ROBOT,6
169171,0,ROBOT,6
169215,0,ROBOT,6
169231,0,ROBOT,6
169237,0,ROBOT,7
169266,0,ROBOT,7
169269,0,ROBOT,7
169271,0,ROBOT,7
169274,0,ROBOT,7
169280,0,ROBOT,7
169291,0,ROBOT,7
169295,0,ROBOT,7
169297,0,ROBOT,7
169300,0,ROBOT,7
169302,0,Manual,-1
169322,0,ROBOT,7
169324,0,ROBOT,7
169326,0,ROBOT,7
169328,0,ROBOT,7
169393,0,ROBOT,8
169616,0,ROBOT,10
169624,0,ROBOT,11
169627,0,ROBOT,11
169630,0,ROBOT,11
169632,0,ROBOT,11
169658,0,ROBOT,11
169723,0,ROBOT,12
169747,0,ROBOT,12
169750,0,ROBOT,12
169753,0,ROBOT,12
169758,0,ROBOT,12
169763,0,ROBOT,12
169765,0,ROBOT,12
169767,0,ROBOT,12
169772,0,ROBOT,12
169777,0,ROBOT,12
169779,0,ROBOT,12
169783,0,ROBOT,12
169786,0,ROBOT,12
169790,0,ROBOT,12
169792,0,ROBOT,12
169794,0,Manual,-1
169816,0,ROBOT,12
169857,0,ROBOT,12
169860,0,ROBOT,12
169891,0,ROBOT,13
169915,0,ROBOT,13
169938,0,ROBOT,14
169995,0,ROBOT,14
168265,1,ROBOT,0
168279,1,ROBOT,0
168283,1,Manual,-1
168296,1,Manual,-1
168304,1,Manual,-1
168310,1,Manual,-1
168333,1,ROBOT,0
168350,1,ROBOT,0
168355,1,Manual,-1
168359,1,Manual,-1
168362,1,Manual,-1
168366,1,Manual,-1
168375,1,Manual,-1
168378,1,ROBOT,0
168379,1,ROBOT,0
168394,1,Manual,-1
168415,1,Manual,-1
168453,1,Manual,-1
168457,1,ROBOT,1
168463,1,ROBOT,1
168468,1,Manual,-1
168475,1,Manual,-1
168480,1,Manual,-1
168481,1,ROBOT,1
168484,1,Manual,-1
168491,1,Manual,-1
168497,1,Manual,-1
168506,1,Manual,-1
168543,1,Manual,-1
168547,1,Manual,-1
168569,1,Manual,-1
168592,1,Manual,-1
168623,1,Manual,-1
168631,1,Manual,-1
168636,1,Manual,-1
168644,1,Manual,-1
168667,1,Manual,-1
168674,1,Manual,-1
168692,1,Manual,-1
168701,1,Manual,-1
168710,1,Manual,-1
168721,1,Manual,-1
168734,1,Manual,-1
168760,1,Manual,-1
168761,1,Manual,-1
168765,1,Manual,-1
168770,1,Manual,-1
168772,1,Manual,-1
168777,1,Manual,-1
168784,1,Manual,-1
168797,1,Manual,-1
168802,1,Manual,-1
168808,1,Manual,-1
168813,1,Manual,-1
168816,1,Manual,-1
168817,1,Manual,-1
168820,1,Manual,-1
168832,1,Manual,-1
168840,1,Manual,-1
168888,1,Manual,-1
168896,1,Manual,-1
168898,1,Manual,-1
168900,1,Manual,-1
168904,1,Manual,-1
168921,1,Manual,-1
168938,1,Manual,-1
168940,1,ROBOT,4
168943,1,Manual,-1
168948,1,Manual,-1
168952,1,Manual,-1
168957,1,Manual,-1
168958,1,Manual,-1
168971,1,Manual,-1
168981,1,Manual,-1
168983,1,Manual,-1
169010,1,Manual,-1
169012,1,ROBOT,4
169018,1,ROBOT,4
169034,1,Manual,-1
169048,1,Manual,-1
169051,1,Manual,-1
169053,1,Manual,-1
169056,1,Manual,-1
169057,1,Manual,-1
169060,1,Manual,-1
169063,1,Manual,-1
169074,1,Manual,-1
169083,1,Manual,-1
169090,1,Manual,-1
169097,1,Manual,-1
169101,1,Manual,-1
169106,1,Manual,-1
169109,1,Manual,-1
169110,1,Manual,-1
169112,1,Manual,-1
169121,1,Manual,-1
169126,1,ROBOT,5
169132,1,ROBOT,5
169146,1,Manual,-1
169150,1,Manual,-1
169160,1,Manual,-1
169161,1,Manual,-1
169165,1,Manual,-1
169172,1,Manual,-1
169179,1,Manual,-1
169182,1,Manual,-1
169186,1,ROBOT,6
169189,1,ROBOT,6
169191,1,Manual,-1
169193,1,ROBOT,6
169197,1,ROBOT,6
169201,1,Manual,-1
169203,1,ROBOT,6
169226,1,Manual,-1
169253,1,Manual,-1
169256,1,Manual,-1
169259,1,Manual,-1
169263,1,Manual,-1
169264,1,Manual,-1
169265,1,Manual,-1
169273,1,Manual,-1
169277,1,Manual,-1
169284,1,Manual,-1
169286,1,Manual,-1
169288,1,Manual,-1
169289,1,Manual,-1
169307,1,Manual,-1
169312,1,Manual,-1
169321,1,Manual,-1
169331,1,Manual,-1
169332,1,Manual,-1
169336,1,Manual,-1
169342,1,Manual,-1
169350,1,Manual,-1
169351,1,Manual,-1
169354,1,Manual,-1
169369,1,Manual,-1
169371,1,Manual,-1
169372,1,Manual,-1
169374,1,Manual,-1
169378,1,Manual,-1
169379,1,Manual,-1
169381,1,Manual,-1
169406,1,Manual,-1
169408,1,Manual,-1
169411,1,Manual,-1
169417,1,Manual,-1
169421,1,Manual,-1
169430,1,Manual,-1
169435,1,Manual,-1
169447,1,Manual,-1
169497,1,Manual,-1
169499,1,Manual,-1
169501,1,Manual,-1
169508,1,Manual,-1
169516,1,Manual,-1
169519,1,Manual,-1
169522,1,Manual,-1
169523,1,Manual,-1
169524,1,Manual,-1
169525,1,Manual,-1
169527,1,Manual,-1
169546,1,Manual,-1
169547,1,Manual,-1
169548,1,Manual,-1
169549,1,Manual,-1
169550,1,Manual,-1
169554,1,Manual,-1
169556,1,Manual,-1
169557,1,Manual,-1
169570,1,Manual,-1
169596,1,Manual,-1
169603,1,Manual,-1
169628,1,Manual,-1
169633,1,Manual,-1
169640,1,Manual,-1
169641,1,Manual,-1
169650,1,Manual,-1
169653,1,Manual,-1
169661,1,Manual,-1
169665,1,Manual,-1
169668,1,Manual,-1
169670,1,Manual,-1
169671,1,Manual,-1
169684,1,Manual,-1
169695,1,Manual,-1
169696,1,Manual,-1
169729,1,Manual,-1
169734,1,Manual,-1
169744,1,Manual,-1
169749,1,Manual,-1
169752,1,Manual,-1
169754,1,Manual,-1
169756,1,Manual,-1
169759,1,Manual,-1
169761,1,Manual,-1
169762,1,Manual,-1
169769,1,Manual,-1
169770,1,Manual,-1
169771,1,Manual,-1
169776,1,Manual,-1
169781,1,Manual,-1
169782,1,Manual,-1
169800,1,Manual,-1
169807,1,Manual,-1
169812,1,Manual,-1
169818,1,Manual,-1
169821,1,Manual,-1
169824,1,Manual,-1
169831,1,Manual,-1
169833,1,Manual,-1
169837,1,Manual,-1
169842,1,Manual,-1
169865,1,Manual,-1
169878,1,Manual,-1
169892,1,Manual,-1
169897,1,Manual,-1
169900,1,Manual,-1
169903,1,Manual,-1
169909,1,Manual,-1
169913,1,Manual,-1
169918,1,Manual,-1
169933,1,Manual,-1
169936,1,Manual,-1
169939,1,Manual,-1
169949,1,ROBOT,14
169952,1,ROBOT,14
169954,1,Manual,-1
169957,1,ROBOT,14
169958,1,Manual,-1
169961,1,Manual,-1
169966,1,Manual,-1
169971,1,ROBOT,14
169996,1,Manual,-1
169998,1,Manual,-1
170012,1,ROBOT,14
170016,1,Manual,-1
168328,2,ROBOT,0
168340,2,ROBOT,0
168382,2,Manual,-1
168383,2,Manual,-1
168384,2,Manual,-1
168421,2,Manual,-1
168427,2,Manual,-1
168428,2,Manual,-1
168454,2,ROBOT,1
168564,2,Manual,-1
168630,2,ROBOT,2
168648,2,ROBOT,2
168749,2,Manual,-1
168766,2,ROBOT,3
168819,2,ROBOT,3
168858,2,Manual,-1
168877,2,ROBOT,3
168897,2,ROBOT,4
168905,2,Manual,-1
169000,2,Manual,-1
169047,2,ROBOT,5
169115,2,ROBOT,5
169144,2,Manual,-1
169153,2,ROBOT,6
169170,2,ROBOT,6
169217,2,Manual,-1
169230,2,Manual,-1
169236,2,ROBOT,7
169304,2,Manual,-1
169338,2,Manual,-1
169348,2,Manual,-1
169368,2,ROBOT,8
169404,2,ROBOT,8
169414,2,Manual,-1
169449,2,Manual,-1
169495,2,ROBOT,9
169496,2,ROBOT,9
169498,2,ROBOT,9
169500,2,ROBOT,9
169502,2,ROBOT,9
169517,2,Manual,-1
169520,2,Manual,-1
169521,2,Manual,-1
169544,2,Manual,-1
169572,2,ROBOT,10
169579,2,Manual,-1
169622,2,ROBOT,11
169647,2,Manual,-1
169722,2,ROBOT,12
169805,2,Manual,-1
169847,2,ROBOT,12
169883,2,Manual,-1
169925,2,Manual,-1
169940,2,Manual,-1
169942,2,Manual,-1
169974,2,Manual,-1
168271,3,Manual,-1
168274,3,Manual,-1
168278,3,Manual,-1
168281,3,Manual,-1
168282,3,Manual,-1
168289,3,Manual,-1
168316,3,Manual,-1
168320,3,Manual,-1
168322,3,Manual,-1
168327,3,Manual,-1
168331,3,ROBOT,0
168335,3,Manual,-1
168372,3,ROBOT,0
168376,3,ROBOT,0
168388,3,Manual,-1
168395,3,Manual,-1
168459,3,ROBOT,1
168465,3,ROBOT,1
168471,3,ROBOT,1
168476,3,ROBOT,1
168488,3,ROBOT,1
168494,3,ROBOT,1
168496,3,ROBOT,1
168500,3,ROBOT,1
168504,3,ROBOT,1
168571,3,ROBOT,1
168693,3,ROBOT,2
168805,3,Manual,-1
168818,3,Manual,-1
168918,3,Manual,-1
168928,3,Manual,-1
168945,3,Manual,-1
168956,3,Manual,-1
168960,3,Manual,-1
169124,3,Manual,-1
169131,3,Manual,-1
169134,3,Manual,-1
169157,3,Manual,-1
169162,3,Manual,-1
169166,3,Manual,-1
169168,3,Manual,-1
169202,3,Manual,-1
169214,3,Manual,-1
169224,3,Manual,-1
169260,3,Manual,-1
169276,3,Manual,-1
169282,3,Manual,-1
169293,3,Manual,-1
169305,3,Manual,-1
169310,3,Manual,-1
169317,3,Manual,-1
169333,3,Manual,-1
169345,3,Manual,-1
169347,3,Manual,-1
169375,3,Manual,-1
169384,3,Manual,-1
169387,3,Manual,-1
169402,3,Manual,-1
169407,3,Manual,-1
169433,3,Manual,-1
169442,3,Manual,-1
169459,3,Manual,-1
169513,3,Manual,-1
169526,3,Manual,-1
169553,3,Manual,-1
169576,3,Manual,-1
169610,3,Manual,-1
169613,3,Manual,-1
169690,3,Manual,-1
169698,3,Manual,-1
169736,3,Manual,-1
169797,3,Manual,-1
169803,3,Manual,-1
169809,3,Manual,-1
169819,3,Manual,-1
169827,3,Manual,-1
169836,3,Manual,-1
169844,3,Manual,-1
169866,3,Manual,-1
169881,3,Manual,-1
169902,3,Manual,-1
169920,3,Manual,-1
169922,3,Manual,-1
169943,3,Manual,-1
169951,3,Manual,-1
169964,3,Manual,-1
169991,3,Manual,-1
170010,3,Manual,-1
168272,4,Manual,-1
168273,4,Manual,-1
168287,4,Manual,-1
168292,4,Manual,-1
168294,4,Manual,-1
168301,4,Manual,-1
168307,4,Manual,-1
168309,4,Manual,-1
168315,4,Manual,-1
168317,4,Manual,-1
168321,4,Manual,-1
168325,4,Manual,-1
168334,4,Manual,-1
168338,4,Manual,-1
168385,4,Manual,-1
168391,4,Manual,-1
168393,4,Manual,-1
168396,4,Manual,-1
168397,4,Manual,-1
168399,4,Manual,-1
168403,4,Manual,-1
168406,4,Manual,-1
168410,4,Manual,-1
168412,4,Manual,-1
168414,4,Manual,-1
168418,4,Manual,-1
168422,4,Manual,-1
168423,4,Manual,-1
168426,4,Manual,-1
168429,4,Manual,-1
168430,4,Manual,-1
168433,4,Manual,-1
168437,4,Manual,-1
168441,4,Manual,-1
168444,4,Manual,-1
168473,4,Manual,-1
168482,4,Manual,-1
168485,4,Manual,-1
168486,4,Manual,-1
168492,4,Manual,-1
168493,4,Manual,-1
168498,4,Manual,-1
168502,4,Manual,-1
168507,4,Manual,-1
168509,4,Manual,-1
168513,4,Manual,-1
168515,4,Manual,-1
168517,4,Manual,-1
168519,4,Manual,-1
168528,4,Manual,-1
168529,4,Manual,-1
168530,4,Manual,-1
168534,4,Manual,-1
168538,4,Manual,-1
168541,4,Manual,-1
168546,4,Manual,-1
168551,4,Manual,-1
168553,4,Manual,-1
168555,4,Manual,-1
168558,4,Manual,-1
168559,4,Manual,-1
168567,4,Manual,-1
168568,4,Manual,-1
168570,4,Manual,-1
168572,4,Manual,-1
168575,4,Manual,-1
168577,4,Manual,-1
168582,4,Manual,-1
168583,4,Manual,-1
168589,4,Manual,-1
168595,4,Manual,-1
168596,4,Manual,-1
168598,4,Manual,-1
168600,4,Manual,-1
168602,4,Manual,-1
168607,4,Manual,-1
168609,4,Manual,-1
168612,4,Manual,-1
168614,4,Manual,-1
168618,4,Manual,-1
168621,4,Manual,-1
168632,4,Manual,-1
168634,4,Manual,-1
168635,4,Manual,-1
168643,4,Manual,-1
168647,4,Manual,-1
168653,4,Manual,-1
168657,4,Manual,-1
168658,4,Manual,-1
168659,4,Manual,-1
168660,4,Manual,-1
168663,4,Manual,-1
168668,4,Manual,-1
168670,4,Manual,-1
168675,4,Manual,-1
168677,4,Manual,-1
168679,4,Manual,-1
168681,4,Manual,-1
168683,4,Manual,-1
168685,4,Manual,-1
168695,4,Manual,-1
168704,4,Manual,-1
168707,4,Manual,-1
168711,4,Manual,-1
168717,4,Manual,-1
168720,4,Manual,-1
168725,4,Manual,-1
168731,4,Manual,-1
168735,4,Manual,-1
168737,4,Manual,-1
168745,4,Manual,-1
168750,4,Manual,-1
168751,4,Manual,-1
168767,4,Manual,-1
168768,4,Manual,-1
168769,4,Manual,-1
168771,4,Manual,-1
168773,4,Manual,-1
168778,4,Manual,-1
168782,4,Manual,-1
168792,4,Manual,-1
168799,4,Manual,-1
168801,4,Manual,-1
168806,4,Manual,-1
168811,4,Manual,-1
168812,4,Manual,-1
168822,4,Manual,-1
168830,4,Manual,-1
168831,4,Manual,-1
168836,4,Manual,-1
168839,4,Manual,-1
168841,4,Manual,-1
168852,4,Manual,-1
168860,4,Manual,-1
168862,4,Manual,-1
168866,4,Manual,-1
168868,4,Manual,-1
168876,4,Manual,-1
168878,4,Manual,-1
168879,4,Manual,-1
168883,4,Manual,-1
168892,4,Manual,-1
168901,4,Manual,-1
168902,4,Manual,-1
168903,4,Manual,-1
168912,4,Manual,-1
168917,4,Manual,-1
168924,4,Manual,-1
168931,4,Manual,-1
168937,4,Manual,-1
168941,4,Manual,-1
168942,4,Manual,-1
168950,4,Manual,-1
168953,4,Manual,-1
168964,4,Manual,-1
168968,4,Manual,-1
168972,4,Manual,-1
168975,4,Manual,-1
168978,4,Manual,-1
168984,4,Manual,-1
168987,4,Manual,-1
168998,4,Manual,-1
169002,4,Manual,-1
169007,4,Manual,-1
169015,4,Manual,-1
169025,4,Manual,-1
169027,4,Manual,-1
169030,4,Manual,-1
169032,4,Manual,-1
169036,4,Manual,-1
169038,4,Manual,-1
169052,4,Manual,-1
169080,4,Manual,-1
169093,4,Manual,-1
169096,4,Manual,-1
169099,4,Manual,-1
169102,4,Manual,-1
169107,4,Manual,-1
169119,4,Manual,-1
169122,4,Manual,-1
169125,4,Manual,-1
169129,4,Manual,-1
169133,4,Manual,-1
169135,4,Manual,-1
169138,4,Manual,-1
169195,4,Manual,-1
169199,4,Manual,-1
169200,4,Manual,-1
169208,4,Manual,-1
169209,4,Manual,-1
169211,4,Manual,-1
169221,4,Manual,-1
169225,4,Manual,-1
169247,4,Manual,-1
169252,4,Manual,-1
169257,4,Manual,-1
169268,4,Manual,-1
169285,4,Manual,-1
169308,4,Manual,-1
169313,4,Manual,-1
169315,4,Manual,-1
169335,4,Manual,-1
169337,4,Manual,-1
169341,4,Manual,-1
169343,4,Manual,-1
169346,4,Manual,-1
169353,4,Manual,-1
169355,4,Manual,-1
169361,4,Manual,-1
169409,4,Manual,-1
169413,4,Manual,-1
169420,4,Manual,-1
169424,4,Manual,-1
169425,4,Manual,-1
169427,4,Manual,-1
169428,4,Manual,-1
169429,4,Manual,-1
169441,4,Manual,-1
169444,4,Manual,-1
169448,4,Manual,-1
169464,4,Manual,-1
169466,4,Manual,-1
169468,4,Manual,-1
169471,4,Manual,-1
169476,4,Manual,-1
169479,4,Manual,-1
169480,4,Manual,-1
169503,4,Manual,-1
169514,4,Manual,-1
169515,4,Manual,-1
169518,4,Manual,-1
169539,4,Manual,-1
169542,4,Manual,-1
169543,4,Manual,-1
169573,4,Manual,-1
169577,4,Manual,-1
169582,4,Manual,-1
169583,4,Manual,-1
169587,4,Manual,-1
169592,4,Manual,-1
169593,4,Manual,-1
169595,4,Manual,-1
169597,4,Manual,-1
169599,4,Manual,-1
169604,4,Manual,-1
169637,4,Manual,-1
169642,4,Manual,-1
169649,4,Manual,-1
169654,4,Manual,-1
169664,4,Manual,-1
169669,4,Manual,-1
169674,4,Manual,-1
169677,4,Manual,-1
169683,4,Manual,-1
169685,4,Manual,-1
169686,4,Manual,-1
169689,4,Manual,-1
169693,4,Manual,-1
169699,4,Manual,-1
169700,4,Manual,-1
169735,4,Manual,-1
168286,5,ROBOT,0
168318,5,ROBOT,0
168323,5,ROBOT,0
168326,5,ROBOT,0
168330,5,ROBOT,0
168336,5,ROBOT,0
168339,5,ROBOT,0
168352,5,ROBOT,0
168353,5,ROBOT,0
168357,5,ROBOT,0
168360,5,ROBOT,0
168364,5,ROBOT,0
168367,5,ROBOT,0
168370,5,ROBOT,0
168386,5,ROBOT,0
168565,5,ROBOT,1
168656,5,ROBOT,2
168690,5,ROBOT,2
168833,5,ROBOT,3
168835,5,ROBOT,3
168837,5,ROBOT,3
168848,5,ROBOT,3
168849,5,ROBOT,3
168850,5,ROBOT,3
168859,5,ROBOT,3
168864,5,ROBOT,3
168865,5,ROBOT,3
168869,5,ROBOT,3
168871,5,ROBOT,3
168907,5,ROBOT,4
168909,5,ROBOT,4
168910,5,ROBOT,4
168913,5,ROBOT,4
168915,5,ROBOT,4
168919,5,ROBOT,4
168922,5,ROBOT,4
168926,5,ROBOT,4
168929,5,ROBOT,4
168962,5,ROBOT,4
169067,5,ROBOT,5
169069,5,ROBOT,5
169071,5,ROBOT,5
169075,5,ROBOT,5
169078,5,ROBOT,5
169084,5,ROBOT,5
169087,5,ROBOT,5
169091,5,ROBOT,5
169094,5,ROBOT,5
169410,5,ROBOT,8
169446,5,Manual,-1
169463,5,Manual,-1
169465,5,Manual,-1
169467,5,Manual,-1
169469,5,Manual,-1
169470,5,Manual,-1
169510,5,ROBOT,9
169575,5,ROBOT,10
169580,5,ROBOT,10
169590,5,ROBOT,10
169594,5,ROBOT,10
169702,5,ROBOT,11
169707,5,ROBOT,11
169727,5,ROBOT,12
169730,5,ROBOT,12
169732,5,ROBOT,12
169737,5,ROBOT,12
169742,5,ROBOT,12
169745,5,ROBOT,12
169774,5,ROBOT,12
169787,5,ROBOT,12
169796,5,ROBOT,12
169799,5,ROBOT,12
169802,5,ROBOT,12
169806,5,ROBOT,12
169810,5,ROBOT,12
169817,5,ROBOT,12
169823,5,ROBOT,12
169826,5,ROBOT,12
169830,5,ROBOT,12
169834,5,ROBOT,12
169838,5,ROBOT,12
169841,5,ROBOT,12
169845,5,ROBOT,12
169848,5,ROBOT,12
169852,5,ROBOT,12
169870,5,ROBOT,12
169871,5,ROBOT,12
169874,5,ROBOT,12
169879,5,ROBOT,12
169884,5,ROBOT,12
169886,5,ROBOT,12
169893,5,ROBOT,13
169894,5,ROBOT,13
169896,5,ROBOT,13
169899,5,ROBOT,13
169904,5,ROBOT,13
169906,5,ROBOT,13
169908,5,ROBOT,13
169911,5,ROBOT,13
169914,5,ROBOT,13
169917,5,ROBOT,13
169919,5,ROBOT,13
169926,5,ROBOT,13
169928,5,ROBOT,13
169930,5,ROBOT,13
169932,5,ROBOT,13
169935,5,ROBOT,13
169944,5,ROBOT,14
169946,5,ROBOT,14
169947,5,ROBOT,14
169950,5,ROBOT,14
169955,5,ROBOT,14
169959,5,ROBOT,14
169962,5,ROBOT,14
169965,5,ROBOT,14
169968,5,ROBOT,14
169975,5,ROBOT,14
169981,5,ROBOT,14
169999,5,ROBOT,14
170003,5,ROBOT,14
170004,5,ROBOT,14
170008,5,ROBOT,14
170011,5,ROBOT,14
168276,6,Manual,-1
168297,6,ROBOT,0
168302,6,ROBOT,0
168308,6,ROBOT,0
168311,6,ROBOT,0
168348,6,ROBOT,0
168363,6,Manual,-1
168434,6,Manual,-1
168445,6,Manual,-1
168483,6,ROBOT,1
168520,6,ROBOT,1
168522,6,ROBOT,1
168524,6,ROBOT,1
168526,6,ROBOT,1
168536,6,ROBOT,1
168633,6,Manual,-1
168641,6,Manual,-1
168642,6,Manual,-1
168712,6,Manual,-1
168762,6,Manual,-1
168775,6,Manual,-1
168828,6,Manual,-1
168889,6,Manual,-1
168899,6,ROBOT,4
168932,6,ROBOT,4
168985,6,Manual,-1
169049,6,ROBOT,5
169064,6,Manual,-1
169118,6,Manual,-1
169140,6,Manual,-1
169156,6,ROBOT,6
169238,6,ROBOT,7
169241,6,ROBOT,7
169245,6,ROBOT,7
169248,6,ROBOT,7
169287,6,ROBOT,7
169362,6,Manual,-1
169370,6,ROBOT,8
169394,6,ROBOT,8
169399,6,ROBOT,8
169405,6,ROBOT,8
169432,6,ROBOT,8
169450,6,ROBOT,8
169505,6,ROBOT,9
169545,6,Manual,-1
169571,6,ROBOT,10
169588,6,ROBOT,10
169602,6,Manual,-1
169623,6,ROBOT,11
169626,6,ROBOT,11
169636,6,ROBOT,11
169657,6,ROBOT,11
169724,6,ROBOT,12
169739,6,Manual,-1
169740,6,ROBOT,12
169907,6,Manual,-1
169910,6,Manual,-1
169916,6,Manual,-1
169921,6,ROBOT,13
169941,6,ROBOT,14
169980,6,ROBOT,14
169984,6,ROBOT,14
168263,7,ROBOT,0
168277,7,Manual,-1
168314,7,Manual,-1
168356,7,Manual,-1
168369,7,Manual,-1
168371,7,ROBOT,0
168380,7,Manual,-1
168398,7,Manual,-1
168438,7,Manual,-1
168455,7,ROBOT,1
168456,7,ROBOT,1
168460,7,ROBOT,1
168462,7,ROBOT,1
168466,7,ROBOT,1
168469,7,ROBOT,1
168470,7,ROBOT,1
168474,7,ROBOT,1
168478,7,Manual,-1
168479,7,ROBOT,1
168510,7,Manual,-1
168586,7,Manual,-1
168604,7,Manual,-1
168616,7,Manual,-1
168637,7,Manual,-1
168638,7,Manual,-1
168649,7,Manual,-1
168666,7,Manual,-1
168687,7,ROBOT,2
168696,7,Manual,-1
168702,7,ROBOT,2
168705,7,ROBOT,2
168708,7,ROBOT,2
168714,7,ROBOT,2
168716,7,ROBOT,2
168718,7,ROBOT,2
168722,7,ROBOT,2
168724,7,Manual,-1
168726,7,ROBOT,2
168728,7,ROBOT,2
168730,7,Manual,-1
168741,7,Manual,-1
168746,7,Manual,-1
168754,7,Manual,-1
168785,7,ROBOT,3
168787,7,ROBOT,3
168790,7,ROBOT,3
168794,7,ROBOT,3
168824,7,Manual,-1
168826,7,ROBOT,3
168827,7,Manual,-1
168853,7,Manual,-1
168872,7,Manual,-1
168884,7,Manual,-1
168890,7,Manual,-1
168933,7,Manual,-1
168947,7,Manual,-1
168951,7,Manual,-1
168963,7,ROBOT,4
168966,7,ROBOT,4
168969,7,ROBOT,4
168973,7,ROBOT,4
168976,7,ROBOT,4
168979,7,ROBOT,4
168990,7,Manual,-1
168993,7,ROBOT,4
168995,7,Manual,-1
168997,7,ROBOT,4
169004,7,Manual,-1
169011,7,ROBOT,4
169021,7,Manual,-1
169026,7,ROBOT,4
169040,7,Manual,-1
169046,7,ROBOT,4
169050,7,ROBOT,5
169058,7,Manual,-1
169061,7,Manual,-1
169065,7,Manual,-1
169073,7,ROBOT,5
169077,7,ROBOT,5
169081,7,Manual,-1
169082,7,ROBOT,5
169089,7,ROBOT,5
169116,7,Manual,-1
169127,7,Manual,-1
169139,7,ROBOT,5
169148,7,Manual,-1
169173,7,ROBOT,6
169175,7,ROBOT,6
169177,7,ROBOT,6
169180,7,ROBOT,6
169183,7,ROBOT,6
169185,7,ROBOT,6
169188,7,ROBOT,6
169192,7,ROBOT,6
169196,7,ROBOT,6
169212,7,Manual,-1
169218,7,Manual,-1
169227,7,Manual,-1
169232,7,Manual,-1
169239,7,ROBOT,7
169242,7,ROBOT,7
169244,7,ROBOT,7
169249,7,ROBOT,7
169251,7,Manual,-1
169254,7,ROBOT,7
169258,7,ROBOT,7
169262,7,ROBOT,7
169279,7,ROBOT,7
169290,7,ROBOT,7
169299,7,ROBOT,7
169309,7,ROBOT,7
169314,7,ROBOT,7
169319,7,ROBOT,7
169364,7,ROBOT,7
169365,7,ROBOT,7
169373,7,ROBOT,8
169377,7,Manual,-1
169380,7,Manual,-1
169383,7,Manual,-1
169385,7,Manual,-1
169388,7,Manual,-1
169391,7,Manual,-1
169400,7,Manual,-1
169438,7,Manual,-1
169452,7,Manual,-1
169474,7,Manual,-1
169482,7,Manual,-1
169490,7,ROBOT,8
169504,7,ROBOT,9
169537,7,Manual,-1
169540,7,Manual,-1
169566,7,Manual,-1
169585,7,Manual,-1
169589,7,Manual,-1
169591,7,Manual,-1
169601,7,Manual,-1
169605,7,Manual,-1
169611,7,Manual,-1
169638,7,Manual,-1
169643,7,Manual,-1
169645,7,Manual,-1
169648,7,Manual,-1
169651,7,Manual,-1
169655,7,Manual,-1
169659,7,Manual,-1
169662,7,Manual,-1
169666,7,Manual,-1
169672,7,Manual,-1
169675,7,Manual,-1
169678,7,Manual,-1
169691,7,ROBOT,11
169697,7,Manual,-1
169701,7,Manual,-1
169704,7,Manual,-1
169706,7,Manual,-1
169718,7,ROBOT,11
169725,7,Manual,-1
169726,7,Manual,-1
169741,7,Manual,-1
169757,7,Manual,-1
169785,7,Manual,-1
169813,7,Manual,-1
169829,7,Manual,-1
169849,7,Manual,-1
169859,7,Manual,-1
169864,7,Manual,-1
169873,7,Manual,-1
169931,7,Manual,-1
169969,7,ROBOT,14
169973,7,ROBOT,14
169976,7,ROBOT,14
169978,7,ROBOT,14
169982,7,ROBOT,14
169985,7,ROBOT,14
169987,7,ROBOT,14
169993,7,Manual,-1
170000,7,Manual,-1
170014,7,Manual,-1
