,participant,start_time,end_time,duration,robot_side,robot_type,robot_fv,robot_submit
0,0.0,19181.0,19237.0,56.0,BUY,MARKET_MAKER,100.0,4.0
1,0.0,19250.0,19279.0,29.0,BUY,MARKET_MAKER,125.0,0.0
2,0.0,19288.0,19321.0,33.0,SELL,REACTIVE,550.0,0.0
3,0.0,19340.0,19367.0,27.0,SELL,REACTIVE,450.0,0.0
4,0.0,19396.0,19434.0,38.0,BUY,MARKET_MAKER,250.0,6.0
5,0.0,19447.0,19459.0,12.0,BUY,MARKET_MAKER,250.0,1.0
6,0.0,19733.0,19765.0,32.0,BUY,MARKET_MAKER,250.0,1.0
7,0.0,19768.0,19786.0,18.0,BUY,MARKET_MAKER,225.0,0.0
8,0.0,19803.0,19819.0,16.0,BUY,MARKET_MAKER,300.0,0.0
9,0.0,19826.0,19949.0,123.0,"BUY,SELL",REACTIVE,400.0,2.0
10,0.0,19968.0,19977.0,9.0,BUY,MARKET_MAKER,350.0,4.0
11,0.0,19996.0,20025.0,29.0,BUY,MARKET_MAKER,500.0,0.0
12,0.0,20035.0,20060.0,25.0,BUY,MARKET_MAKER,400.0,1.0
13,0.0,20225.0,20253.0,28.0,BUY,MARKET_MAKER,475.0,1.0
14,0.0,20280.0,20317.0,37.0,BUY,REACTIVE,600.0,0.0
15,0.0,20320.0,20337.0,17.0,BUY,MARKET_MAKER,600.0,2.0
16,0.0,20351.0,20372.0,21.0,SELL,REACTIVE,800.0,0.0
17,0.0,20386.0,20440.0,54.0,BUY,MARKET_MAKER,550.0,0.0
18,0.0,20483.0,20522.0,39.0,BUY,MARKET_MAKER,350.0,1.0
19,0.0,20634.0,20659.0,25.0,BUY,MARKET_MAKER,400.0,1.0
20,0.0,20667.0,20677.0,10.0,BUY,MARKET_MAKER,550.0,0.0
21,0.0,20685.0,20767.0,82.0,BUY,REACTIVE,500.0,6.0
22,0.0,20780.0,20802.0,22.0,SELL,MARKET_MAKER,650.0,0.0
23,0.0,20812.0,20929.0,117.0,SELL,REACTIVE,700.0,1.0
24,0.0,21062.0,21154.0,92.0,"BUY,SELL",REACTIVE,500.0,0.0
25,0.0,21173.0,21281.0,108.0,SELL,MARKET_MAKER,550.0,4.0
26,0.0,21537.0,21638.0,101.0,SELL,MARKET_MAKER,500.0,1.0
27,0.0,21669.0,21745.0,76.0,"BUY,SELL",MARKET_MAKER,500.0,0.0
28,0.0,21842.0,21885.0,43.0,SELL,MARKET_MAKER,550.0,6.0
29,0.0,21901.0,22009.0,108.0,BUY,MARKET_MAKER,325.0,1.0
30,0.0,22014.0,22035.0,21.0,BUY,MARKET_MAKER,300.0,1.0
31,0.0,22159.0,22179.0,20.0,"BUY,SELL",REACTIVE,525.0,1.0
32,0.0,22206.0,22226.0,20.0,"BUY,SELL",REACTIVE,525.0,9.0
33,0.0,22247.0,22254.0,7.0,SELL,REACTIVE,525.0,4.0
34,0.0,22276.0,22345.0,69.0,SELL,MARKET_MAKER,525.0,0.0
35,0.0,22509.0,22655.0,146.0,BUY,MARKET_MAKER,250.0,1.0
36,0.0,23226.0,23229.0,3.0,BUY,MARKET_MAKER,250.0,1.0
37,0.0,23350.0,23371.0,21.0,SELL,MARKET_MAKER,550.0,4.0
38,0.0,23393.0,23434.0,41.0,SELL,REACTIVE,300.0,1.0
39,0.0,23446.0,23469.0,23.0,SELL,MARKET_MAKER,200.0,0.0
40,0.0,23603.0,23612.0,9.0,"BUY,SELL",REACTIVE,900.0,1.0
41,0.0,23633.0,23645.0,12.0,SELL,MARKET_MAKER,900.0,14.0
42,0.0,23661.0,23675.0,14.0,"BUY,SELL",MARKET_MAKER,975.0,1.0
43,0.0,23704.0,23712.0,8.0,SELL,MARKET_MAKER,500.0,2.0
44,0.0,23731.0,23733.0,2.0,SELL,MARKET_MAKER,500.0,0.0
45,0.0,23860.0,23924.0,64.0,SELL,MARKET_MAKER,300.0,1.0
46,0.0,23927.0,23977.0,50.0,SELL,MARKET_MAKER,400.0,1.0
47,0.0,24118.0,24194.0,76.0,SELL,MARKET_MAKER,200.0,1.0
48,0.0,24197.0,24252.0,55.0,SELL,MARKET_MAKER,200.0,1.0
0,1.0,19129.0,19457.0,328.0,BUY,REACTIVE,500.0,6.0
1,1.0,19732.0,20068.0,336.0,BUY,REACTIVE,500.0,3.0
2,1.0,20228.0,20523.0,295.0,BUY,REACTIVE,500.0,0.0
3,1.0,20638.0,20930.0,292.0,BUY,REACTIVE,500.0,0.0
4,1.0,21054.0,21283.0,229.0,BUY,REACTIVE,500.0,3.0
5,1.0,21478.0,21682.0,204.0,BUY,REACTIVE,475.0,2.0
6,1.0,21705.0,21747.0,42.0,BUY,REACTIVE,475.0,0.0
7,1.0,21850.0,21951.0,101.0,SELL,REACTIVE,500.0,5.0
8,1.0,21971.0,22044.0,73.0,SELL,REACTIVE,500.0,0.0
9,1.0,22152.0,22360.0,208.0,SELL,REACTIVE,500.0,0.0
10,1.0,22457.0,22646.0,189.0,SELL,REACTIVE,500.0,0.0
11,1.0,22767.0,22969.0,202.0,SELL,REACTIVE,400.0,0.0
12,1.0,23082.0,23208.0,126.0,SELL,REACTIVE,200.0,0.0
13,1.0,23334.0,23342.0,8.0,SELL,REACTIVE,200.0,0.0
14,1.0,23344.0,23482.0,138.0,SELL,REACTIVE,175.0,0.0
15,1.0,23586.0,23738.0,152.0,SELL,MARKET_MAKER,250.0,0.0
16,1.0,23856.0,23997.0,141.0,SELL,REACTIVE,150.0,0.0
17,1.0,24106.0,24147.0,41.0,SELL,REACTIVE,50.0,0.0
18,1.0,24152.0,24258.0,106.0,SELL,REACTIVE,50.0,6.0
0,2.0,19138.0,19159.0,21.0,SELL,REACTIVE,625.0,0.0
1,2.0,19165.0,19186.0,21.0,SELL,REACTIVE,575.0,0.0
2,2.0,19191.0,19216.0,25.0,SELL,REACTIVE,550.0,0.0
3,2.0,19224.0,19255.0,31.0,SELL,MARKET_MAKER,575.0,1.0
4,2.0,19261.0,19307.0,46.0,SELL,MARKET_MAKER,550.0,1.0
5,2.0,19316.0,19361.0,45.0,SELL,MARKET_MAKER,500.0,0.0
6,2.0,19368.0,19379.0,11.0,SELL,MARKET_MAKER,500.0,0.0
7,2.0,19388.0,19419.0,31.0,SELL,MARKET_MAKER,525.0,0.0
8,2.0,19431.0,19454.0,23.0,BUY,MARKET_MAKER,125.0,0.0
9,2.0,19741.0,19792.0,51.0,BUY,MARKET_MAKER,175.0,1.0
10,2.0,19805.0,19839.0,34.0,BUY,MARKET_MAKER,425.0,0.0
11,2.0,19853.0,19925.0,72.0,BUY,MARKET_MAKER,450.0,0.0
12,2.0,19933.0,20021.0,88.0,BUY,MARKET_MAKER,500.0,0.0
13,2.0,20041.0,20067.0,26.0,SELL,MARKET_MAKER,625.0,0.0
14,2.0,20228.0,20249.0,21.0,SELL,MARKET_MAKER,625.0,1.0
15,2.0,20262.0,20279.0,17.0,BUY,MARKET_MAKER,325.0,0.0
16,2.0,20306.0,20408.0,102.0,SELL,MARKET_MAKER,675.0,1.0
17,2.0,20427.0,20445.0,18.0,BUY,MARKET_MAKER,375.0,0.0
18,2.0,20460.0,20518.0,58.0,BUY,MARKET_MAKER,325.0,0.0
19,2.0,20653.0,20760.0,107.0,SELL,MARKET_MAKER,600.0,1.0
20,2.0,20780.0,20904.0,124.0,SELL,MARKET_MAKER,675.0,2.0
21,2.0,20914.0,20928.0,14.0,BUY,MARKET_MAKER,275.0,0.0
22,2.0,21057.0,21146.0,89.0,BUY,MARKET_MAKER,225.0,1.0
23,2.0,21165.0,21241.0,76.0,SELL,MARKET_MAKER,675.0,0.0
24,2.0,21254.0,21280.0,26.0,BUY,MARKET_MAKER,325.0,0.0
25,2.0,21477.0,21750.0,273.0,BUY,MARKET_MAKER,325.0,2.0
26,2.0,21841.0,21849.0,8.0,SELL,MARKET_MAKER,625.0,1.0
27,2.0,21876.0,21886.0,10.0,SELL,MARKET_MAKER,625.0,1.0
28,2.0,21892.0,21922.0,30.0,SELL,MARKET_MAKER,575.0,0.0
29,2.0,21929.0,22034.0,105.0,BUY,MARKET_MAKER,225.0,0.0
30,2.0,22158.0,22197.0,39.0,BUY,MARKET_MAKER,175.0,1.0
31,2.0,22243.0,22281.0,38.0,SELL,MARKET_MAKER,625.0,0.0
32,2.0,22455.0,22482.0,27.0,SELL,MARKET_MAKER,525.0,1.0
33,2.0,22507.0,22573.0,66.0,BUY,MARKET_MAKER,125.0,1.0
34,2.0,22769.0,22790.0,21.0,BUY,MARKET_MAKER,25.0,5.0
35,2.0,23114.0,23127.0,13.0,SELL,MARKET_MAKER,525.0,1.0
36,2.0,23349.0,23368.0,19.0,SELL,MARKET_MAKER,475.0,1.0
37,2.0,23602.0,23619.0,17.0,BUY,MARKET_MAKER,25.0,1.0
38,2.0,23690.0,23719.0,29.0,BUY,MARKET_MAKER,25.0,1.0
0,3.0,19202.0,19263.0,61.0,BUY,REACTIVE,500.0,1.0
1,3.0,19282.0,19370.0,88.0,BUY,REACTIVE,300.0,2.0
2,3.0,19384.0,19456.0,72.0,BUY,REACTIVE,600.0,0.0
3,3.0,19753.0,19787.0,34.0,BUY,REACTIVE,550.0,4.0
4,3.0,19795.0,19802.0,7.0,BUY,REACTIVE,600.0,1.0
5,3.0,19809.0,19830.0,21.0,BUY,REACTIVE,550.0,4.0
6,3.0,19875.0,20067.0,192.0,BUY,REACTIVE,450.0,1.0
7,3.0,20167.0,20196.0,29.0,BUY,REACTIVE,475.0,0.0
8,3.0,20203.0,20247.0,44.0,BUY,REACTIVE,550.0,0.0
9,3.0,20256.0,20296.0,40.0,BUY,REACTIVE,550.0,0.0
10,3.0,20358.0,20516.0,158.0,BUY,REACTIVE,450.0,1.0
11,3.0,20632.0,20701.0,69.0,BUY,REACTIVE,425.0,0.0
12,3.0,20716.0,20735.0,19.0,BUY,REACTIVE,475.0,0.0
13,3.0,20871.0,20929.0,58.0,BUY,REACTIVE,400.0,0.0
14,3.0,21028.0,21287.0,259.0,SELL,REACTIVE,525.0,0.0
15,3.0,21477.0,21505.0,28.0,SELL,REACTIVE,500.0,0.0
16,3.0,21509.0,21744.0,235.0,SELL,REACTIVE,450.0,0.0
17,3.0,21800.0,22038.0,238.0,SELL,REACTIVE,450.0,0.0
18,3.0,22148.0,22240.0,92.0,SELL,REACTIVE,400.0,0.0
19,3.0,22445.0,22504.0,59.0,SELL,REACTIVE,400.0,0.0
20,3.0,22755.0,22794.0,39.0,SELL,REACTIVE,400.0,0.0
21,3.0,22835.0,22970.0,135.0,SELL,REACTIVE,350.0,0.0
22,3.0,23075.0,23142.0,67.0,SELL,REACTIVE,300.0,0.0
23,3.0,23163.0,23230.0,67.0,SELL,REACTIVE,175.0,0.0
24,3.0,23347.0,23481.0,134.0,SELL,REACTIVE,125.0,0.0
25,3.0,23551.0,23567.0,16.0,SELL,REACTIVE,150.0,0.0
26,3.0,23585.0,23635.0,50.0,SELL,REACTIVE,150.0,0.0
27,3.0,23821.0,23885.0,64.0,BUY,REACTIVE,50.0,0.0
28,3.0,24117.0,24193.0,76.0,BUY,REACTIVE,50.0,0.0
0,5.0,19173.0,19197.0,24.0,"BUY,SELL",MARKET_MAKER,250.0,1.0
1,5.0,19238.0,19251.0,13.0,"BUY,SELL",MARKET_MAKER,250.0,4.0
2,5.0,19255.0,19268.0,13.0,"BUY,SELL",MARKET_MAKER,250.0,4.0
3,5.0,19275.0,19279.0,4.0,"BUY,SELL",MARKET_MAKER,250.0,1.0
4,5.0,19284.0,19288.0,4.0,"BUY,SELL",MARKET_MAKER,250.0,1.0
5,5.0,19297.0,19302.0,5.0,"BUY,SELL",MARKET_MAKER,250.0,1.0
6,5.0,19311.0,19320.0,9.0,"BUY,SELL",MARKET_MAKER,250.0,2.0
7,5.0,19340.0,19346.0,6.0,"BUY,SELL",MARKET_MAKER,250.0,1.0
8,5.0,19388.0,19390.0,2.0,"BUY,SELL",REACTIVE,25.0,0.0
9,5.0,19810.0,19821.0,11.0,SELL,MARKET_MAKER,200.0,0.0
10,5.0,19842.0,19851.0,9.0,BUY,REACTIVE,225.0,0.0
11,5.0,19873.0,19904.0,31.0,BUY,MARKET_MAKER,250.0,0.0
12,5.0,19927.0,19946.0,19.0,BUY,REACTIVE,125.0,1.0
13,5.0,20014.0,20021.0,7.0,BUY,REACTIVE,125.0,0.0
14,5.0,20025.0,20033.0,8.0,BUY,REACTIVE,100.0,0.0
15,5.0,20257.0,20280.0,23.0,"BUY,SELL",MARKET_MAKER,25.0,0.0
16,5.0,20314.0,20325.0,11.0,"BUY,SELL",MARKET_MAKER,25.0,1.0
17,5.0,20338.0,20355.0,17.0,"BUY,SELL",MARKET_MAKER,25.0,0.0
18,5.0,20398.0,20419.0,21.0,"BUY,SELL",REACTIVE,325.0,1.0
19,5.0,20659.0,20677.0,18.0,BUY,REACTIVE,300.0,0.0
20,5.0,20712.0,20728.0,16.0,BUY,REACTIVE,475.0,0.0
21,5.0,20776.0,20800.0,24.0,BUY,REACTIVE,550.0,0.0
22,5.0,20830.0,20840.0,10.0,"BUY,SELL",MARKET_MAKER,550.0,3.0
23,5.0,20862.0,20890.0,28.0,"BUY,SELL",MARKET_MAKER,675.0,8.0
24,5.0,21085.0,21109.0,24.0,"BUY,SELL",MARKET_MAKER,25.0,9.0
25,5.0,21156.0,21184.0,28.0,"BUY,SELL",MARKET_MAKER,250.0,1.0
26,5.0,21204.0,21242.0,38.0,BUY,REACTIVE,400.0,0.0
27,5.0,21512.0,21558.0,46.0,"BUY,SELL",REACTIVE,350.0,0.0
28,5.0,21564.0,21596.0,32.0,BUY,REACTIVE,25.0,10.0
29,5.0,21679.0,21681.0,2.0,SELL,MARKET_MAKER,500.0,0.0
30,5.0,21936.0,21942.0,6.0,"BUY,SELL",REACTIVE,225.0,0.0
31,5.0,22184.0,22208.0,24.0,"BUY,SELL",REACTIVE,275.0,0.0
32,5.0,22221.0,22235.0,14.0,SELL,MARKET_MAKER,275.0,0.0
33,5.0,22257.0,22272.0,15.0,SELL,MARKET_MAKER,500.0,0.0
34,5.0,22319.0,22323.0,4.0,SELL,MARKET_MAKER,550.0,0.0
35,5.0,22478.0,22487.0,9.0,BUY,MARKET_MAKER,75.0,0.0
36,5.0,22530.0,22547.0,17.0,BUY,MARKET_MAKER,25.0,1.0
37,5.0,22552.0,22564.0,12.0,BUY,MARKET_MAKER,250.0,0.0
38,5.0,22578.0,22592.0,14.0,BUY,MARKET_MAKER,125.0,0.0
39,5.0,22795.0,22845.0,50.0,BUY,MARKET_MAKER,100.0,1.0
40,5.0,22900.0,22917.0,17.0,BUY,MARKET_MAKER,225.0,0.0
41,5.0,23126.0,23153.0,27.0,BUY,MARKET_MAKER,225.0,2.0
42,5.0,23169.0,23181.0,12.0,BUY,MARKET_MAKER,250.0,2.0
43,5.0,23473.0,23479.0,6.0,BUY,MARKET_MAKER,250.0,2.0
44,5.0,23616.0,23685.0,69.0,BUY,MARKET_MAKER,250.0,20.0
45,5.0,23690.0,23702.0,12.0,"BUY,SELL",MARKET_MAKER,250.0,3.0
46,5.0,23719.0,23734.0,15.0,"BUY,SELL",MARKET_MAKER,125.0,6.0
47,5.0,23877.0,23959.0,82.0,"BUY,SELL",MARKET_MAKER,250.0,11.0
48,5.0,23965.0,23986.0,21.0,"BUY,SELL",MARKET_MAKER,200.0,5.0
49,5.0,24146.0,24185.0,39.0,"BUY,SELL",MARKET_MAKER,200.0,11.0
50,5.0,24227.0,24240.0,13.0,"BUY,SELL",MARKET_MAKER,200.0,5.0
0,6.0,19184.0,19202.0,18.0,BUY,REACTIVE,600.0,0.0
1,6.0,19209.0,19235.0,26.0,BUY,REACTIVE,500.0,4.0
2,6.0,19255.0,19312.0,57.0,BUY,REACTIVE,450.0,1.0
3,6.0,19333.0,19437.0,104.0,SELL,MARKET_MAKER,600.0,0.0
4,6.0,19787.0,19794.0,7.0,SELL,MARKET_MAKER,600.0,1.0
5,6.0,19804.0,19816.0,12.0,"BUY,SELL",REACTIVE,650.0,0.0
6,6.0,19852.0,19858.0,6.0,SELL,MARKET_MAKER,700.0,4.0
7,6.0,19870.0,19884.0,14.0,SELL,REACTIVE,725.0,1.0
8,6.0,19901.0,19971.0,70.0,BUY,REACTIVE,325.0,0.0
9,6.0,19976.0,19979.0,3.0,BUY,REACTIVE,325.0,0.0
10,6.0,19987.0,20069.0,82.0,BUY,REACTIVE,325.0,0.0
11,6.0,20228.0,20530.0,302.0,SELL,REACTIVE,625.0,0.0
12,6.0,20627.0,20701.0,74.0,SELL,REACTIVE,625.0,0.0
13,6.0,20774.0,20872.0,98.0,BUY,REACTIVE,425.0,0.0
14,6.0,20874.0,20930.0,56.0,SELL,MARKET_MAKER,600.0,0.0
15,6.0,21067.0,21071.0,4.0,SELL,MARKET_MAKER,600.0,1.0
16,6.0,21104.0,21148.0,44.0,SELL,MARKET_MAKER,525.0,1.0
17,6.0,21153.0,21172.0,19.0,SELL,MARKET_MAKER,525.0,0.0
18,6.0,21192.0,21202.0,10.0,SELL,MARKET_MAKER,525.0,0.0
19,6.0,21216.0,21247.0,31.0,SELL,MARKET_MAKER,525.0,0.0
20,6.0,21257.0,21281.0,24.0,SELL,MARKET_MAKER,550.0,0.0
21,6.0,21479.0,21483.0,4.0,SELL,MARKET_MAKER,550.0,1.0
22,6.0,21489.0,21495.0,6.0,SELL,MARKET_MAKER,550.0,0.0
23,6.0,21507.0,21516.0,9.0,SELL,MARKET_MAKER,550.0,0.0
24,6.0,21532.0,21749.0,217.0,SELL,MARKET_MAKER,550.0,0.0
25,6.0,21847.0,21979.0,132.0,SELL,MARKET_MAKER,400.0,1.0
26,6.0,21984.0,21986.0,2.0,SELL,MARKET_MAKER,400.0,0.0
27,6.0,21990.0,21994.0,4.0,SELL,MARKET_MAKER,425.0,0.0
28,6.0,22010.0,22035.0,25.0,SELL,MARKET_MAKER,450.0,0.0
29,6.0,22161.0,22194.0,33.0,SELL,MARKET_MAKER,600.0,4.0
30,6.0,22219.0,22222.0,3.0,SELL,MARKET_MAKER,500.0,1.0
31,6.0,22299.0,22364.0,65.0,SELL,MARKET_MAKER,425.0,0.0
32,6.0,22457.0,22464.0,7.0,SELL,MARKET_MAKER,425.0,1.0
33,6.0,22475.0,22529.0,54.0,SELL,MARKET_MAKER,425.0,3.0
34,6.0,22576.0,22598.0,22.0,SELL,MARKET_MAKER,425.0,1.0
35,6.0,22609.0,22614.0,5.0,SELL,MARKET_MAKER,425.0,1.0
36,6.0,22624.0,22628.0,4.0,SELL,MARKET_MAKER,425.0,0.0
37,6.0,22788.0,22939.0,151.0,SELL,MARKET_MAKER,375.0,1.0
38,6.0,22940.0,22975.0,35.0,SELL,MARKET_MAKER,225.0,0.0
39,6.0,23108.0,23113.0,5.0,SELL,MARKET_MAKER,225.0,1.0
40,6.0,23122.0,23235.0,113.0,SELL,MARKET_MAKER,200.0,1.0
41,6.0,23349.0,23357.0,8.0,SELL,MARKET_MAKER,200.0,2.0
42,6.0,23361.0,23365.0,4.0,SELL,MARKET_MAKER,200.0,0.0
43,6.0,23369.0,23377.0,8.0,SELL,MARKET_MAKER,200.0,1.0
44,6.0,23380.0,23382.0,2.0,SELL,MARKET_MAKER,250.0,0.0
45,6.0,23392.0,23420.0,28.0,SELL,MARKET_MAKER,200.0,1.0
46,6.0,23422.0,23489.0,67.0,SELL,MARKET_MAKER,200.0,0.0
47,6.0,23604.0,23610.0,6.0,SELL,MARKET_MAKER,200.0,1.0
48,6.0,23615.0,23646.0,31.0,SELL,MARKET_MAKER,475.0,1.0
49,6.0,23671.0,23679.0,8.0,SELL,MARKET_MAKER,250.0,0.0
50,6.0,23681.0,23737.0,56.0,SELL,MARKET_MAKER,200.0,0.0
51,6.0,23946.0,23953.0,7.0,SELL,MARKET_MAKER,200.0,1.0
52,6.0,24136.0,24234.0,98.0,BUY,REACTIVE,25.0,3.0
53,6.0,24236.0,24240.0,4.0,BUY,REACTIVE,25.0,0.0
54,6.0,24247.0,24258.0,11.0,BUY,REACTIVE,25.0,0.0
0,7.0,19126.0,19198.0,72.0,SELL,MARKET_MAKER,525.0,1.0
1,7.0,19207.0,19293.0,86.0,BUY,REACTIVE,300.0,0.0
2,7.0,19306.0,19460.0,154.0,"BUY,SELL",MARKET_MAKER,400.0,1.0
3,7.0,19758.0,19795.0,37.0,BUY,REACTIVE,300.0,9.0
4,7.0,19868.0,19933.0,65.0,BUY,REACTIVE,400.0,0.0
5,7.0,19952.0,20151.0,199.0,BUY,REACTIVE,500.0,0.0
6,7.0,20225.0,20370.0,145.0,"BUY,SELL",MARKET_MAKER,425.0,0.0
7,7.0,20396.0,20464.0,68.0,BUY,MARKET_MAKER,475.0,10.0
8,7.0,20482.0,20551.0,69.0,"BUY,SELL",REACTIVE,425.0,0.0
9,7.0,20715.0,20733.0,18.0,SELL,MARKET_MAKER,650.0,4.0
10,7.0,20762.0,20882.0,120.0,SELL,REACTIVE,525.0,1.0
11,7.0,21051.0,21154.0,103.0,SELL,MARKET_MAKER,400.0,0.0
12,7.0,21157.0,21190.0,33.0,SELL,MARKET_MAKER,500.0,7.0
13,7.0,21198.0,21293.0,95.0,BUY,MARKET_MAKER,500.0,5.0
14,7.0,21481.0,21584.0,103.0,SELL,MARKET_MAKER,600.0,5.0
15,7.0,21640.0,21687.0,47.0,"BUY,SELL",MARKET_MAKER,475.0,0.0
16,7.0,21698.0,21724.0,26.0,SELL,MARKET_MAKER,400.0,1.0
17,7.0,21883.0,21930.0,47.0,BUY,REACTIVE,375.0,9.0
18,7.0,21960.0,22015.0,55.0,BUY,REACTIVE,425.0,0.0
19,7.0,22017.0,22177.0,160.0,BUY,MARKET_MAKER,475.0,0.0
20,7.0,22180.0,22249.0,69.0,SELL,REACTIVE,475.0,13.0
21,7.0,22318.0,22345.0,27.0,"BUY,SELL",MARKET_MAKER,400.0,0.0
22,7.0,22349.0,22461.0,112.0,SELL,MARKET_MAKER,500.0,2.0
23,7.0,22463.0,22693.0,230.0,SELL,MARKET_MAKER,575.0,2.0
24,7.0,22788.0,22854.0,66.0,SELL,REACTIVE,525.0,1.0
25,7.0,22858.0,22872.0,14.0,SELL,REACTIVE,425.0,0.0
26,7.0,22874.0,22971.0,97.0,SELL,REACTIVE,475.0,0.0
27,7.0,23150.0,23234.0,84.0,SELL,MARKET_MAKER,375.0,0.0
28,7.0,23449.0,23489.0,40.0,"BUY,SELL",MARKET_MAKER,400.0,2.0
29,7.0,24168.0,24188.0,20.0,"BUY,SELL",MARKET_MAKER,400.0,7.0
